# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    3.648648649   -8.597802806   -8.460929654   -8.426947159
    3.663663664   -8.475328404   -8.335335725   -8.300551782
    3.678678679   -8.344582367   -8.208074506   -8.174137716
    3.693693694   -8.217739848   -8.085725896   -8.052897323
    3.708708709   -8.096765396   -7.966318105   -7.933880527
    3.723723724   -7.979010396   -7.846102642   -7.813056943
    3.738738739   -7.867511704   -7.729148796   -7.694736251
    3.753753754   -7.767000609   -7.623194865   -7.587406442
    3.768768769   -7.666526761   -7.523734431   -7.488190637
    3.783783784   -7.548840060   -7.418926937   -7.386609182
    3.798798799   -7.413480320   -7.304758513   -7.277749848
    3.813813814   -7.275000498   -7.186284259   -7.164282426
    3.828828829   -7.143828229   -7.069009319   -7.050476497
    3.843843844   -7.020069364   -6.955856790   -6.939961616
    3.858858859   -6.901205798   -6.848363980   -6.835302594
    3.873873874   -6.784317482   -6.744111261   -6.734212818
    3.888888889   -6.668936653   -6.641916320   -6.635321558
    3.903903904   -6.560381758   -6.546814510   -6.543584772
    3.918918919   -6.464223985   -6.463665656   -6.463686202
    3.933933934   -6.376686049   -6.387760764   -6.390688442
    3.948948949   -6.289010634   -6.309804512   -6.315159806
    3.963963964   -6.201859839   -6.231244597   -6.238736520
    3.978978979   -6.123819981   -6.164436998   -6.174716581
    3.993993994   -6.056608616   -6.115312874   -6.130094181
    4.009009009   -5.997382671   -6.078354059   -6.098695462
    4.024024024   -5.943615431   -6.043286488   -6.068314773
    4.039039039   -5.886791384   -5.997812813   -6.025699815
    4.054054054   -5.815400979   -5.931805533   -5.961054656
    4.069069069   -5.730412855   -5.847147107   -5.876483394
    4.084084084   -5.644746812   -5.755986994   -5.783946639
    4.099099099   -5.565745772   -5.666799623   -5.692208997
    4.114114114   -5.489951715   -5.579119481   -5.601555578
    4.129129129   -5.410978482   -5.488860597   -5.508474926
    4.144144144   -5.323930133   -5.393089169   -5.410522490
    4.159159159   -5.230257696   -5.293760929   -5.309779444
    4.174174174   -5.139034547   -5.198061389   -5.212957845
    4.189189189   -5.058136234   -5.112568567   -5.126312747
    4.204204204   -4.985656723   -5.036162375   -5.048926123
    4.219219219   -4.915115665   -4.963408545   -4.975626403
    4.234234234   -4.844984798   -4.893444284   -4.905710197
    4.249249249   -4.777727065   -4.828849690   -4.841785479
    4.264264264   -4.710877174   -4.765075174   -4.778785204
    4.279279279   -4.638535294   -4.692603556   -4.706284407
    4.294294294   -4.560466183   -4.609895972   -4.622413587
    4.309309309   -4.481084579   -4.523454473   -4.534199370
