# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    4.414414414    2.685833852    2.640124984    2.125405646
    4.429429429    2.677631677    2.632314587    2.122027747
    4.444444444    2.669489535    2.624559825    2.118661131
    4.459459459    2.661406843    2.616860181    2.115305774
    4.474474474    2.653383030    2.609215140    2.111961655
    4.489489489    2.645417528    2.601624196    2.108628752
    4.504504505    2.637509778    2.594086846    2.105307042
    4.519519520    2.629659225    2.586602593    2.101996502
    4.534534535    2.621865323    2.579170948    2.098697110
    4.549549550    2.614127531    2.571791424    2.095408842
    4.564564565    2.606445314    2.564463542    2.092131675
    4.579579580    2.598818145    2.557186826    2.088865585
    4.594594595    2.591245500    2.549960807    2.085610548
    4.609609610    2.583726864    2.542785021    2.082366540
    4.624624625    2.576261727    2.535659009    2.079133538
    4.639639640    2.568849583    2.528582315    2.075911515
    4.654654655    2.561489935    2.521554492    2.072700449
    4.669669670    2.554182290    2.514575095    2.069500313
    4.684684685    2.546926159    2.507643684    2.066311083
    4.699699700    2.539721063    2.500759825    2.063132733
    4.714714715    2.532566523    2.493923088    2.059965238
    4.729729730    2.525462070    2.487133048    2.056808572
    4.744744745    2.518407238    2.480389284    2.053662709
    4.759759760    2.511401567    2.473691380    2.050527624
    4.774774775    2.504444602    2.467038925    2.047403290
    4.789789790    2.497535893    2.460431513    2.044289681
    4.804804805    2.490674996    2.453868739    2.041186770
    4.819819820    2.483861470    2.447350207    2.038094532
    4.834834835    2.477094881    2.440875522    2.035012938
    4.849849850    2.470374799    2.434444295    2.031941962
    4.864864865    2.463700798    2.428056140    2.028881577
    4.879879880    2.457072460    2.421710676    2.025831756
    4.894894895    2.450489367    2.415407525    2.022792471
    4.909909910    2.443951109    2.409146315    2.019763696
    4.924924925    2.437457279    2.402926676    2.016745401
    4.939939940    2.431007476    2.396748243    2.013737561
    4.954954955    2.424601302    2.390610656    2.010740146
    4.969969970    2.418238364    2.384513555    2.007753129
    4.984984985    2.411918273    2.378456588    2.004776482
    5.000000000    2.405640646    2.372439405    2.001810177
    5.015015015    2.399405101    2.366461659    1.998854185
    5.030030030    2.393211262    2.360523009    1.995908478
    5.045045045    2.387058759    2.354623114    1.992973028
    5.060060060    2.380947222    2.348761640    1.990047806
    5.075075075    2.374876289    2.342938256    1.987132783
    5.090090090    2.368845599    2.337152632    1.984227931
    5.105105105    2.362854797    2.331404444    1.981333221
    5.120120120    2.356903531    2.325693371    1.978448624
    5.135135135    2.350991452    2.320019094    1.975574111
    5.150150150    2.345118216    2.314381298    1.972709653
    5.165165165    2.339283482    2.308779673    1.969855220
    5.180180180    2.333486914    2.303213911    1.967010784
