# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    1.441441441   25.523928562   16.257159070    0.185573577
    1.456456456   26.569477055   17.150112821    0.196999388
    1.471471471   27.224224483   17.790254555    0.207538820
    1.486486486   27.399397383   18.185500841    0.220182074
    1.501501502   27.071051459   18.500172326    0.236216416
    1.516516517   26.597798748   19.050691888    0.253574256
    1.531531532   26.475983496   20.043653220    0.268169061
    1.546546547   26.835420237   21.395133719    0.276961967
    1.561561562   27.372896833   22.888523463    0.280575385
    1.576576577   27.692999400   24.388388275    0.283668086
    1.591591592   27.740286149   25.930303054    0.292013475
    1.606606607   27.817645721   27.631011194    0.307308436
    1.621621622   28.183336287   29.449079491    0.325841757
    1.636636637   28.798579868   31.249497362    0.343598668
    1.651651652   29.464787576   32.914753596    0.361936638
    1.666666667   29.819564249   34.031501327    0.384639828
    1.681681682   29.472435929   34.170560131    0.410505615
    1.696696697   28.352503936   33.361349720    0.435131212
    1.711711712   26.674470470   31.819296492    0.457672721
    1.726726727   24.718598202   29.726461001    0.480472372
    1.741741742   22.758223924   27.391461979    0.505919653
    1.756756757   21.022114289   25.212735119    0.533777895
    1.771771772   19.585765076   23.371893434    0.562904124
    1.786786787   18.443520467   21.898759486    0.595303130
    1.801801802   17.559371640   20.735530905    0.631944995
    1.816816817   16.798194855   19.624611579    0.667256713
    1.831831832   16.080943333   18.409008572    0.695635000
    1.846846847   15.450870346   17.254737848    0.719290100
    1.861861862   14.959521687   16.372121636    0.742489057
    1.876876877   14.560988351   15.730644883    0.765693815
    1.891891892   14.113234442   15.124586078    0.789881292
    1.906906907   13.520793178   14.429286360    0.818061518
    1.921921922   12.842829504   13.710574815    0.851862496
    1.936936937   12.171206366   13.053835384    0.890380937
    1.951951952   11.477918396   12.410214243    0.932385740
    1.966966967   10.720106782   11.704353917    0.977458309
    1.981981982    9.966950905   10.971121691    1.022449811
    1.996996997    9.330475927   10.314727611    1.063578213
    2.012012012    8.848925496    9.781098478    1.102389696
    2.027027027    8.515170399    9.374256498    1.143751901
    2.042042042    8.305401966    9.102097159    1.191962524
    2.057057057    8.141278811    8.904598260    1.247600466
    2.072072072    7.947389748    8.688539570    1.307212607
    2.087087087    7.714683495    8.419130962    1.369964646
    2.102102102    7.482836030    8.110563775    1.445531862
    2.117117117    7.322438178    7.798892149    1.545769872
    2.132132132    7.285176591    7.521384085    1.667668003
    2.147147147    7.344123292    7.304487803    1.793948467
    2.162162162    7.419383153    7.144494296    1.913313670
    2.177177177    7.481120893    7.012851061    2.025949528
    2.192192192    7.552345196    6.896668322    2.127144824
    2.207207207    7.628671386    6.828567967    2.202301818
    2.222222222    7.684086362    6.844170591    2.232452092
    2.237237237    7.719041561    6.930305494    2.214108548
    2.252252252    7.745696865    7.041342257    2.167990569
    2.267267267    7.736359397    7.123370262    2.116419400
    2.282282282    7.624379051    7.110343839    2.068206155
    2.297297297    7.362008409    6.956105424    2.025085203
    2.312312312    7.005308324    6.690284076    1.986926328
    2.327327327    6.658628334    6.384991227    1.947974843
    2.342342342    6.363722755    6.111819561    1.894364335
    2.357357357    6.109613238    5.921715417    1.823219798
    2.372372372    5.889430858    5.831869535    1.753879659
    2.387387387    5.739847147    5.843729476    1.707604011
    2.402402402    5.682355082    5.920741967    1.687319241
    2.417417417    5.690185198    6.009487532    1.677181018
    2.432432432    5.747767290    6.107679157    1.660168461
