# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    5.165165165    5.341737310    5.422690157    5.441387011
    5.180180180    5.323423431    5.403767543    5.422323398
    5.195195195    5.305225356    5.384966641    5.403382868
    5.210210210    5.287142115    5.366286409    5.384564362
    5.225225225    5.269172746    5.347725816    5.365866834
    5.240240240    5.251316297    5.329283842    5.347289246
    5.255255255    5.233571828    5.310959477    5.328830574
    5.270270270    5.215938405    5.292751723    5.310489803
    5.285285285    5.198415106    5.274659591    5.292265931
    5.300300300    5.181001018    5.256682103    5.274157962
    5.315315315    5.163695237    5.238818290    5.256164915
    5.330330330    5.146496869    5.221067196    5.238285817
    5.345345345    5.129405026    5.203427872    5.220519706
    5.360360360    5.112418833    5.185899380    5.202865629
    5.375375375    5.095537421    5.168480791    5.185322643
    5.390390390    5.078759932    5.151171186    5.167889816
    5.405405405    5.062085514    5.133969657    5.150566225
    5.420420420    5.045513327    5.116875302    5.133350957
    5.435435435    5.029042535    5.099887232    5.116243106
    5.450450450    5.012672314    5.083004563    5.099241779
    5.465465465    4.996401847    5.066226425    5.082346089
    5.480480480    4.980230325    5.049551953    5.065555160
    5.495495495    4.964156947    5.032980291    5.048868125
    5.510510511    4.948180921    5.016510595    5.032284125
    5.525525526    4.932301461    5.000142025    5.015802310
    5.540540541    4.916517791    4.983873754    4.999421839
    5.555555556    4.900829140    4.967704959    4.983141878
    5.570570571    4.885234748    4.951634830    4.966961605
    5.585585586    4.869733859    4.935662560    4.950880203
    5.600600601    4.854325727    4.919787356    4.934896865
    5.615615616    4.839009613    4.904008427    4.919010791
    5.630630631    4.823784783    4.888324995    4.903221189
    5.645645646    4.808650513    4.872736286    4.887527277
    5.660660661    4.793606085    4.857241536    4.871928279
    5.675675676    4.778650789    4.841839987    4.856423426
    5.690690691    4.763783919    4.826530892    4.841011961
    5.705705706    4.749004778    4.811313506    4.825693128
    5.720720721    4.734312678    4.796187097    4.810466185
    5.735735736    4.719706932    4.781150936    4.795330393
    5.750750751    4.705186866    4.766204303    4.780285022
    5.765765766    4.690751807    4.751346486    4.765329350
    5.780780781    4.676401092    4.736576778    4.750462660
    5.795795796    4.662134064    4.721894480    4.735684244
    5.810810811    4.647950071    4.707298900    4.720993401
    5.825825826    4.633848469    4.692789354    4.706389435
    5.840840841    4.619828617    4.678365161    4.691871659
    5.855855856    4.605889884    4.664025651    4.677439392
    5.870870871    4.592031643    4.649770157    4.663091959
    5.885885886    4.578253274    4.635598022    4.648828693
    5.900900901    4.564554161    4.621508591    4.634648932
    5.915915916    4.550933696    4.607501221    4.620552021
    5.930930931    4.537391276    4.593575269    4.606537312
    5.945945946    4.523926303    4.579730103    4.592604163
    5.960960961    4.510538185    4.565965096    4.578751939
    5.975975976    4.497226338    4.552279624    4.564980008
    5.990990991    4.483990179    4.538673075    4.551287748
    6.006006006    4.470829134    4.525144836    4.537674541
    6.021021021    4.457742634    4.511694306    4.524139776
    6.036036036    4.444730113    4.498320885    4.510682846
    6.051051051    4.431791014    4.485023982    4.497303152
    6.066066066    4.418924781    4.471803010    4.484000099
    6.081081081    4.406130868    4.458657388    4.470773100
    6.096096096    4.393408729    4.445586541    4.457621570
    6.111111111    4.380757828    4.432589898    4.444544934
    6.126126126    4.368177629    4.419666896    4.431542619
    6.141141141    4.355667606    4.406816975    4.418614059
    6.156156156    4.343227234    4.394039581    4.405758692
    6.171171171    4.330855996    4.381334165    4.392975964
    6.186186186    4.318553376    4.368700184    4.380265323
    6.201201201    4.306318866    4.356137100    4.367626226
    6.216216216    4.294151961    4.343644379    4.355058130
    6.231231231    4.282052162    4.331221493    4.342560503
    6.246246246    4.270018974    4.318867918    4.330132812
    6.261261261    4.258051905    4.306583136    4.317774535
    6.276276276    4.246150470    4.294366634    4.305485150
    6.291291291    4.234314187    4.282217901    4.293264143
    6.306306306    4.222542578    4.270136435    4.281111003
    6.321321321    4.210835171    4.258121736    4.269025224
    6.336336336    4.199191498    4.246173309    4.257006306
    6.351351351    4.187611093    4.234290663    4.245053752
    6.366366366    4.176093496    4.222473314    4.233167071
    6.381381381    4.164638252    4.210720779    4.221345776
    6.396396396    4.153244908    4.199032582    4.209589383
    6.411411411    4.141913017    4.187408250    4.197897414
    6.426426426    4.130642135    4.175847316    4.186269397
    6.441441441    4.119431823    4.164349315    4.174704861
    6.456456456    4.108281643    4.152913788    4.163203342
    6.471471471    4.097191165    4.141540279    4.151764378
    6.486486486    4.086159960    4.130228338    4.140387514
    6.501501502    4.075187605    4.118977517    4.129072295
    6.516516517    4.064273678    4.107787372    4.117818275
    6.531531532    4.053417763    4.096657466    4.106625009
    6.546546547    4.042619447    4.085587362    4.095492056
    6.561561562    4.031878320    4.074576630    4.084418980
    6.576576577    4.021193978    4.063624843    4.073405350
    6.591591592    4.010566017    4.052731576    4.062450736
    6.606606607    3.999994039    4.041896410    4.051554715
    6.621621622    3.989477650    4.031118930    4.040716865
    6.636636637    3.979016457    4.020398723    4.029936769
    6.651651652    3.968610073    4.009735381    4.019214015
    6.666666667    3.958258112    3.999128499    4.008548193
    6.681681682    3.947960194    3.988577675    3.997938896
    6.696696697    3.937715941    3.978082513    3.987385724
    6.711711712    3.927524977    3.967642618    3.976888277
    6.726726727    3.917386931    3.957257599    3.966446160
    6.741741742    3.907301435    3.946927069    3.956058981
    6.756756757    3.897268125    3.936650644    3.945726353
    6.771771772    3.887286637    3.926427945    3.935447891
    6.786786787    3.877356615    3.916258594    3.925223213
    6.801801802    3.867477701    3.906142217    3.915051942
    6.816816817    3.857649543    3.896078444    3.904933703
    6.831831832    3.847871793    3.886066908    3.894868125
    6.846846847    3.838144102    3.876107244    3.884854839
    6.861861862    3.828466129    3.866199093    3.874893482
    6.876876877    3.818837532    3.856342096    3.864983691
    6.891891892    3.809257974    3.846535899    3.855125108
    6.906906907    3.799727120    3.836780150    3.845317377
    6.921921922    3.790244638    3.827074502    3.835560147
    6.936936937    3.780810198    3.817418608    3.825853068
    6.951951952    3.771423476    3.807812126    3.816195794
    6.966966967    3.762084147    3.798254717    3.806587982
    6.981981982    3.752791890    3.788746044    3.797029292
    6.996996997    3.743546388    3.779285774    3.787519386
    7.012012012    3.734347325    3.769873575    3.778057930
    7.027027027    3.725194389    3.760509121    3.768644593
    7.042042042    3.716087268    3.751192085    3.759279046
    7.057057057    3.707025657    3.741922146    3.749960963
    7.072072072    3.698009250    3.732698983    3.740690021
    7.087087087    3.689037745    3.723522281    3.731465900
    7.102102102    3.680110842    3.714391724    3.722288283
    7.117117117    3.671228244    3.705307002    3.713156854
    7.132132132    3.662389656    3.696267804    3.704071301
